hamilton,2010,207,1425267.2884817135
lowndes,2010,207,1508031.639171245
jefferson,2010,207,1486330.3469157508
adams,2010,207,1341243.634097826
webster,2010,207,1418837.837840688
dean,2010,207,1390547.4074851326
huntington-hill,2010,207,1409897.3989517994
hamilton,2010,208,1416427.4134817135
lowndes,2010,208,1461591.8985045787
jefferson,2010,208,1484200.8851575092
adams,2010,208,1337123.454097826
webster,2010,208,1416427.4134817135
dean,2010,208,1389305.6089517993
huntington-hill,2010,208,1406333.3345073545
hamilton,2010,209,1412898.9748706026
lowndes,2010,209,1464583.261476801
jefferson,2010,209,1479587.717062271
adams,2010,209,1332416.9588597307
webster,2010,209,1403922.9101483803
dean,2010,209,1385741.5445073545
huntington-hill,2010,209,1403922.9101483803
hamilton,2010,210,1408285.8067753643
lowndes,2010,210,1458099.4594768009
jefferson,2010,210,1451948.8670622709
adams,2010,210,1325869.3298597308
webster,2010,210,1400394.4715372694
dean,2010,210,1379017.0045073545
huntington-hill,2010,210,1397198.3701483803
hamilton,2010,211,1401561.2667753643
lowndes,2010,211,1449197.856188889
jefferson,2010,211,1450887.5007944647
adams,2010,211,1319385.5278597309
webster,2010,211,1393669.9315372694
dean,2010,211,1376606.5801483805
huntington-hill,2010,211,1393669.9315372694
hamilton,2010,212,1400414.9912061337
lowndes,2010,212,1416802.751522222
jefferson,2010,212,1446346.7946039885
adams,2010,212,1318035.7468452381
webster,2010,212,1389056.763442031
dean,2010,212,1373078.1415372693
huntington-hill,2010,212,1389056.763442031
hamilton,2010,213,1387910.4878728003
lowndes,2010,213,1404889.0948555553
jefferson,2010,213,1419341.2846039885
adams,2010,213,1315551.374793956
webster,2010,213,1384516.057251555
dean,2010,213,1368464.973442031
huntington-hill,2010,213,1384516.057251555
hamilton,2010,214,1383369.7816823244
lowndes,2010,214,1412977.6121740213
jefferson,2010,214,1412616.7446039885
adams,2010,214,1310938.206698718
webster,2010,214,1383369.7816823244
dean,2010,214,1356551.3167753643
huntington-hill,2010,214,1377968.428251555
hamilton,2010,215,1378035.765682324
lowndes,2010,215,1405011.3855073547
jefferson,2010,215,1410550.6665820105
adams,2010,215,1307374.1422542734
webster,2010,215,1376822.152682324
dean,2010,215,1352010.6105848884
huntington-hill,2010,215,1376822.152682324
hamilton,2010,216,1376392.26496337
lowndes,2010,216,1409521.7470036508
jefferson,2010,216,1405216.6505820109
adams,2010,216,1302040.1262542736
webster,2010,216,1371488.1366823243
dean,2010,216,1345462.9815848884
huntington-hill,2010,216,1371488.1366823243
hamilton,2010,217,1374262.8032051283
lowndes,2010,217,1398777.5192934352
jefferson,2010,217,1404231.0961904763
adams,2010,217,1295648.1092542736
webster,2010,217,1365004.3346823244
dean,2010,217,1340128.9655848884
huntington-hill,2010,217,1359574.4800156576
hamilton,2010,218,1367715.1742051283
lowndes,2010,218,1391068.5792934352
jefferson,2010,218,1395391.2211904763
adams,2010,218,1287681.882587607
webster,2010,218,1356622.3413489908
dean,2010,218,1331746.9722515552
huntington-hill,2010,218,1338982.6900156578
hamilton,2010,219,1361231.3722051284
lowndes,2010,219,1394365.5063172448
jefferson,2010,219,1393920.7205472013
adams,2010,219,1283141.1763971308
webster,2010,219,1354978.8406300365
dean,2010,219,1330600.6966823242
huntington-hill,2010,219,1330600.6966823242
hamilton,2010,220,1360170.005937322
lowndes,2010,220,1388376.5793172447
jefferson,2010,220,1387373.0915472014
adams,2010,220,1279612.7377860197
webster,2010,220,1352849.378871795
dean,2010,220,1324116.8946823245
huntington-hill,2010,220,1324116.8946823245
hamilton,2010,221,1351788.0126039886
lowndes,2010,221,1391251.5049550154
jefferson,2010,221,1380889.2895472015
adams,2010,221,1273266.6327860197
webster,2010,221,1340935.7222051283
dean,2010,221,1317724.8776823243
huntington-hill,2010,221,1322473.3939633702
hamilton,2010,222,1345395.9956039889
lowndes,2010,222,1385262.5779550157
jefferson,2010,222,1379043.7560233918
adams,2010,222,1271417.694477196
webster,2010,222,1334543.7052051283
dean,2010,222,1316081.3769633702
huntington-hill,2010,222,1320343.9322051285
hamilton,2010,223,1343329.9175820106
lowndes,2010,223,1366117.638172964
jefferson,2010,223,1378126.1709002391
adams,2010,223,1255741.8744771963
webster,2010,223,1328197.6002051283
dean,2010,223,1313951.9152051283
huntington-hill,2010,223,1313951.9152051283
hamilton,2010,224,1336983.8125820106
lowndes,2010,224,1358209.452379121
jefferson,2010,224,1375274.9193446836
adams,2010,224,1253331.4501182218
webster,2010,224,1327136.2339373222
dean,2010,224,1307605.8102051283
huntington-hill,2010,224,1307605.8102051283
hamilton,2010,225,1325070.1559153441
lowndes,2010,225,1355386.7014902318
jefferson,2010,225,1372070.334900239
adams,2010,225,1252089.6515848886
webster,2010,225,1325070.1559153441
dean,2010,225,1306544.4439373221
huntington-hill,2010,225,1306544.4439373221
hamilton,2010,226,1304478.365915344
lowndes,2010,226,1347831.0814902317
jefferson,2010,226,1365678.3179002393
adams,2010,226,1244380.7115848886
webster,2010,226,1304478.365915344
dean,2010,226,1304478.365915344
huntington-hill,2010,226,1304478.365915344
hamilton,2010,227,1315633.4286054026
lowndes,2010,227,1330090.140937322
jefferson,2010,227,1352941.4045669057
adams,2010,227,1234226.1949182218
webster,2010,227,1296512.1392486775
dean,2010,227,1296512.1392486775
huntington-hill,2010,227,1296512.1392486775
hamilton,2010,228,1314647.874213868
lowndes,2010,228,1311826.7309373221
jefferson,2010,228,1350118.6536780167
adams,2010,228,1226670.574918222
webster,2010,228,1295041.6386054025
dean,2010,228,1277982.1992486776
huntington-hill,2010,228,1295041.6386054025
hamilton,2010,229,1311443.2897694237
lowndes,2010,229,1277664.9177944649
jefferson,2010,229,1343772.5486780168
adams,2010,229,1220681.6479182218
webster,2010,229,1291837.0541609582
dean,2010,229,1259718.7892486774
huntington-hill,2010,229,1291837.0541609582
hamilton,2010,230,1308592.038213868
lowndes,2010,230,1291949.5735820103
jefferson,2010,230,1335390.5553446836
adams,2010,230,1218552.18615998
webster,2010,230,1290851.4997694236
dean,2010,230,1256514.204804233
huntington-hill,2010,230,1287650.437970482
hamilton,2010,231,1304405.4220233918
lowndes,2010,231,1273686.1635820104
jefferson,2010,231,1334067.1047657363
adams,2010,231,1217405.9105907492
webster,2010,231,1286664.8835789475
dean,2010,231,1252327.588613757
huntington-hill,2010,231,1286664.8835789475
hamilton,2010,232,1302559.8884995824
lowndes,2010,232,1287006.7413768473
jefferson,2010,232,1329880.4885752602
adams,2010,232,1207514.9205907492
webster,2010,232,1283813.6320233918
dean,2010,232,1250857.087970482
huntington-hill,2010,232,1283813.6320233918
hamilton,2010,233,1299737.1376106935
lowndes,2010,233,1292879.244487958
jefferson,2010,233,1328089.8876228791
adams,2010,233,1205871.419871795
webster,2010,233,1280990.8811345028
dean,2010,233,1249871.5335789474
huntington-hill,2010,233,1277824.705023392
hamilton,2010,234,1279145.3476106934
lowndes,2010,234,1282988.254487958
jefferson,2010,234,1315585.384289546
adams,2010,234,1201684.8036813189
webster,2010,234,1279145.3476106934
dean,2010,234,1247020.282023392
huntington-hill,2010,234,1275001.954134503
hamilton,2010,235,1273156.4206106935
lowndes,2010,235,1255144.945563492
jefferson,2010,235,1314728.9715079365
adams,2010,235,1191965.077014652
webster,2010,235,1273156.4206106935
dean,2010,235,1239311.342023392
huntington-hill,2010,235,1273156.4206106935
hamilton,2010,236,1269626.549182122
lowndes,2010,236,1254386.7472301587
jefferson,2010,236,1311199.1000793653
adams,2010,236,1184732.798681319
webster,2010,236,1265447.4806106936
dean,2010,236,1233322.415023392
huntington-hill,2010,236,1265447.4806106936
hamilton,2010,237,1268708.9640589694
lowndes,2010,237,1244232.2305634918
jefferson,2010,237,1309584.2582460318
adams,2010,237,1182666.720659341
webster,2010,237,1261917.6091821222
dean,2010,237,1230499.664134503
huntington-hill,2010,237,1261917.6091821222
hamilton,2010,238,1261000.0240589692
lowndes,2010,238,1234749.3444757727
jefferson,2010,238,1306124.3821746032
adams,2010,238,1176893.1686593408
webster,2010,238,1261000.0240589692
dean,2010,238,1228654.1306106935
huntington-hill,2010,238,1243387.669182122
hamilton,2010,239,1259209.4231065882
lowndes,2010,239,1234694.498761487
jefferson,2010,239,1305323.2218305173
adams,2010,239,1173688.5842148962
webster,2010,239,1259209.4231065882
dean,2010,239,1225124.259182122
huntington-hill,2010,239,1235832.049182122
hamilton,2010,240,1257885.9725276409
lowndes,2010,240,1240152.7791900584
jefferson,2010,240,1299334.294830517
adams,2010,240,1172627.21794709
webster,2010,240,1251653.8031065883
dean,2010,240,1217568.639182122
huntington-hill,2010,240,1234914.4640589694
hamilton,2010,241,1254426.0964562125
lowndes,2010,241,1258965.6667860178
jefferson,2010,241,1298136.8871638505
adams,2010,241,1163116.8246137567
webster,2010,241,1248193.9270351597
dean,2010,241,1216651.0540589693
huntington-hill,2010,241,1233123.8631065884
hamilton,2010,242,1246870.4764562123
lowndes,2010,242,1238356.3859961987
jefferson,2010,242,1290170.660497184
adams,2010,242,1160265.573058201
webster,2010,242,1246870.4764562123
dean,2010,242,1210877.5020589693
huntington-hill,2010,242,1229663.9870351597
hamilton,2010,243,1241096.9244562124
lowndes,2010,243,1249448.3251527643
jefferson,2010,243,1286765.1308543265
adams,2010,243,1154578.5870582012
webster,2010,243,1241096.9244562124
dean,2010,243,1209086.9011065883
huntington-hill,2010,243,1211400.5770351598
hamilton,2010,244,1237691.3948133553
lowndes,2010,244,1233772.5051527643
jefferson,2010,244,1274851.47418766
adams,2010,244,1151048.7156296298
webster,2010,244,1237691.3948133553
dean,2010,244,1205627.0250351597
huntington-hill,2010,244,1205627.0250351597
hamilton,2010,245,1236834.982031746
lowndes,2010,245,1224262.111819431
jefferson,2010,245,1273284.6983543267
adams,2010,245,1148225.9647407408
webster,2010,245,1232004.4088133553
dean,2010,245,1204303.5744562123
huntington-hill,2010,245,1204303.5744562123
hamilton,2010,246,1231147.996031746
lowndes,2010,246,1246610.793192143
jefferson,2010,246,1270951.8561725086
adams,2010,246,1146755.4640974659
webster,2010,246,1231147.996031746
dean,2010,246,1198616.5884562125
huntington-hill,2010,246,1200898.0448133552
hamilton,2010,247,1229533.1541984128
lowndes,2010,247,1232176.5728588097
jefferson,2010,247,1270200.7683499279
adams,2010,247,1144909.9305736565
webster,2010,247,1229533.1541984128
dean,2010,247,1195211.0588133552
huntington-hill,2010,247,1195211.0588133552
hamilton,2010,248,1222300.8758650795
lowndes,2010,248,1219838.4958588097
jefferson,2010,248,1262491.828349928
adams,2010,248,1141450.0545022278
webster,2010,248,1222300.8758650795
dean,2010,248,1185056.5421466888
huntington-hill,2010,248,1194354.6460317462
hamilton,2010,249,1203770.9358650795
lowndes,2010,249,1220490.4461876599
jefferson,2010,249,1260182.3048953824
adams,2010,249,1132237.1045022279
webster,2010,249,1203770.9358650795
dean,2010,249,1177824.2638133552
huntington-hill,2010,249,1187122.3676984129
hamilton,2010,250,1199960.924436508
lowndes,2010,250,1218537.6538701996
jefferson,2010,250,1254408.7528953822
adams,2010,250,1131251.5501106933
webster,2010,250,1199960.924436508
dean,2010,250,1176967.851031746
huntington-hill,2010,250,1185507.5258650794
hamilton,2010,251,1181697.514436508
lowndes,2010,251,1199340.4595476189
jefferson,2010,251,1251845.0853398268
adams,2010,251,1127846.0204678362
webster,2010,251,1198763.5167698413
dean,2010,251,1175353.0091984128
huntington-hill,2010,251,1175353.0091984128
hamilton,2010,252,1194280.4901031747
lowndes,2010,252,1186092.917047619
jefferson,2010,252,1248035.0739112552
adams,2010,252,1114243.0104678362
webster,2010,252,1194280.4901031747
dean,2010,252,1171542.9977698412
huntington-hill,2010,252,1171542.9977698412
hamilton,2010,253,1195629.514243937
lowndes,2010,253,1181727.831047619
jefferson,2010,253,1246946.521487013
adams,2010,253,1105241.1738011697
webster,2010,253,1191947.6479213564
dean,2010,253,1161652.0077698412
huntington-hill,2010,253,1167059.9711031746
hamilton,2010,254,1191146.4875772703
lowndes,2010,254,1172008.1043809522
jefferson,2010,254,1245521.6610458365
adams,2010,254,1100758.147134503
webster,2010,254,1191146.4875772703
dean,2010,254,1157168.9811031746
huntington-hill,2010,254,1165862.563436508
hamilton,2010,255,1205545.9841883813
lowndes,2010,255,1182206.2489794584
jefferson,2010,255,1239834.6750458365
adams,2010,255,1098967.5461821218
webster,2010,255,1180991.9709106036
dean,2010,255,1155971.573436508
huntington-hill,2010,255,1163529.7212546896
hamilton,2010,256,1203236.460733836
lowndes,2010,256,1176902.3239794583
jefferson,2010,256,1232279.0550458366
adams,2010,256,1095157.5347535505
webster,2010,256,1162728.5609106035
dean,2010,256,1153638.7312546896
huntington-hill,2010,256,1162728.5609106035
hamilton,2010,257,1184706.520733836
lowndes,2010,257,1180654.0008127918
jefferson,2010,257,1231573.4876973517
adams,2010,257,1094239.9496303976
webster,2010,257,1160164.893355048
dean,2010,257,1152837.5709106035
huntington-hill,2010,257,1160164.893355048
hamilton,2010,258,1174552.0040671693
lowndes,2010,258,1186087.71786474
jefferson,2010,258,1227090.461030685
adams,2010,258,1080956.3396303977
webster,2010,258,1158598.1175217147
dean,2010,258,1150273.903355048
huntington-hill,2010,258,1158598.1175217147
hamilton,2010,259,1156288.5940671694
lowndes,2010,259,1182820.6024333525
jefferson,2010,259,1225708.0117659792
adams,2010,259,1075652.4146303977
webster,2010,259,1156288.5940671694
dean,2010,259,1140554.1766883815
huntington-hill,2010,259,1148707.1275217147
hamilton,2010,260,1151923.5080671692
lowndes,2010,260,1159356.6928745287
jefferson,2010,260,1222568.049623122
adams,2010,260,1074328.9640514504
webster,2010,260,1151923.5080671692
dean,2010,260,1138987.400855048
huntington-hill,2010,260,1146397.6040671694
hamilton,2010,261,1151172.4202445885
lowndes,2010,261,1155125.9562078621
jefferson,2010,261,1219822.5940675666
adams,2010,261,1061164.2640514504
webster,2010,261,1142032.5180671692
dean,2010,261,1136677.8774005026
huntington-hill,2010,261,1142032.5180671692
hamilton,2010,262,1141281.4302445885
lowndes,2010,262,1145615.5628745288
jefferson,2010,262,1219158.5306807572
adams,2010,262,1056799.1780514503
webster,2010,262,1141281.4302445885
dean,2010,262,1132312.7914005027
huntington-hill,2010,262,1132312.7914005027
hamilton,2010,263,1145425.0251367455
lowndes,2010,263,1143754.8902007318
jefferson,2010,263,1218164.6349890577
adams,2010,263,1052476.6433847838
webster,2010,263,1136958.8955779218
dean,2010,263,1127008.8664005026
huntington-hill,2010,263,1127008.8664005026
hamilton,2010,264,1140121.1001367455
lowndes,2010,264,1139493.5455340652
jefferson,2010,264,1213799.5489890575
adams,2010,264,1050861.8015514503
webster,2010,264,1131654.970577922
dean,2010,264,1117498.473067169
huntington-hill,2010,264,1122686.3317338359
hamilton,2010,265,1139032.547712503
lowndes,2010,265,1144997.5499185554
jefferson,2010,265,1206567.2706557242
adams,2010,265,1050005.388769841
webster,2010,265,1130230.1101367455
dean,2010,265,1113175.9384005025
huntington-hill,2010,265,1121935.2439112554
hamilton,2010,266,1135892.585569646
lowndes,2010,266,1140766.8132518886
jefferson,2010,266,1202244.7359890575
adams,2010,266,1047672.5465880228
webster,2010,266,1127090.1479938882
dean,2010,266,1112424.8505779218
huntington-hill,2010,266,1120510.383470079
hamilton,2010,267,1126001.595569646
lowndes,2010,267,1155896.710974111
jefferson,2010,267,1200978.1933746785
adams,2010,267,1045108.8790324673
webster,2010,267,1126001.595569646
dean,2010,267,1109284.8884350648
huntington-hill,2010,267,1117370.4213272217
hamilton,2010,268,1123256.1400140903
lowndes,2010,268,1141294.440585222
jefferson,2010,268,1198287.1786524563
adams,2010,268,1040847.5343658009
webster,2010,268,1116281.8689029794
dean,2010,268,1093609.0684350647
huntington-hill,2010,268,1116281.8689029794
hamilton,2010,269,1118994.7953474238
lowndes,2010,269,1128434.743849928
jefferson,2010,269,1196343.143500941
adams,2010,269,1034479.0776991342
webster,2010,269,1113536.4133474238
dean,2010,269,1092184.2079938883
huntington-hill,2010,269,1112020.5242363126
hamilton,2010,270,1118289.227998939
lowndes,2010,270,1149602.741733986
jefferson,2010,270,1192081.7988342745
adams,2010,270,1032169.5542445887
webster,2010,270,1109275.0686807572
dean,2010,270,1087922.8633272215
huntington-hill,2010,270,1109275.0686807572
hamilton,2010,271,1114058.4913322723
lowndes,2010,271,1155452.0672895415
jefferson,2010,271,1191455.6819267115
adams,2010,271,1027938.817577922
webster,2010,271,1105044.3320140904
dean,2010,271,1086834.3109029792
huntington-hill,2010,271,1099764.6753474236
hamilton,2010,272,1112676.0420675664
lowndes,2010,272,1145307.1104410565
jefferson,2010,272,1186151.7569267114
adams,2010,272,1022909.6215779218
webster,2010,272,1104338.7646656055
dean,2010,272,1084088.8553474238
huntington-hill,2010,272,1095533.938680757
hamilton,2010,273,1102956.3154008996
lowndes,2010,273,1150189.731372429
jefferson,2010,273,1183503.0116489336
adams,2010,273,1021712.2139112551
webster,2010,273,1094828.3713322722
dean,2010,273,1079858.118680757
huntington-hill,2010,273,1094828.3713322722
hamilton,2010,274,1100265.3006786776
lowndes,2010,274,1143937.4797057624
jefferson,2010,274,1181578.4087701458
adams,2010,274,1018572.2517683981
webster,2010,274,1092137.35661005
dean,2010,274,1070645.168680757
huntington-hill,2010,274,1092137.35661005
hamilton,2010,275,1090754.907345344
lowndes,2010,275,1137246.1868260335
jefferson,2010,275,1177347.672103479
adams,2010,275,1017005.4759350647
webster,2010,275,1090754.907345344
dean,2010,275,1069939.6013322724
huntington-hill,2010,275,1090754.907345344
hamilton,2010,276,1088106.1620675663
lowndes,2010,276,1121570.3668260337
jefferson,2010,276,1175250.125921661
adams,2010,276,1010753.224268398
webster,2010,276,1088106.1620675663
dean,2010,276,1067248.58661005
huntington-hill,2010,276,1081541.9573453441
hamilton,2010,277,1087112.2663758667
lowndes,2010,277,1106864.1368795098
jefferson,2010,277,1174339.0548709363
adams,2010,277,1009952.063924312
webster,2010,277,1083076.9660675665
dean,2010,277,1065866.137345344
huntington-hill,2010,277,1076512.7613453441
hamilton,2010,278,1094014.5611708756
lowndes,2010,278,1097651.1868795096
jefferson,2010,278,1173110.2110800869
adams,2010,278,1007206.6083687565
webster,2010,278,1082083.0703758667
dean,2010,278,1060836.9413453443
huntington-hill,2010,278,1073864.0160675664
hamilton,2010,279,1084504.1678375422
lowndes,2010,279,1096306.436438333
jefferson,2010,279,1172518.8784451662
adams,2010,279,1005781.7479275801
webster,2010,279,1080139.0352243516
dean,2010,279,1058188.1960675665
huntington-hill,2010,279,1072870.1203758668
hamilton,2010,280,1083237.6252231633
lowndes,2010,280,1091277.2404383332
jefferson,2010,280,1151927.0884451661
adams,2010,280,1003090.7332053578
webster,2010,280,1079474.9718375423
dean,2010,280,1049186.3594008996
huntington-hill,2010,280,1070926.0852243516
hamilton,2010,281,1078208.4292231633
lowndes,2010,281,1089804.6105783042
jefferson,2010,281,1150793.8661059847
adams,2010,281,1002339.6453827772
webster,2010,281,1078208.4292231633
dean,2010,281,1048192.4637092
huntington-hill,2010,281,1070262.0218375423
hamilton,2010,282,1076283.8263443755
lowndes,2010,282,1106183.4882081742
jefferson,2010,282,1140639.3494393183
adams,2010,282,998347.0273827773
webster,2010,282,1068995.4792231633
dean,2010,282,1046248.4285576849
huntington-hill,2010,282,1054586.2018375425
hamilton,2010,283,1074186.2801625573
lowndes,2010,283,1107702.3203034124
jefferson,2010,283,1140079.9807306095
adams,2010,283,997258.4749585349
webster,2010,283,1067070.8763443755
dean,2010,283,1039879.9718910181
huntington-hill,2010,283,1053319.6592231633
hamilton,2010,284,1064973.3301625573
lowndes,2010,284,1098700.4836367457
jefferson,2010,284,1135050.7847306095
adams,2010,284,992478.7389585348
webster,2010,284,1064973.3301625573
dean,2010,284,1039215.9085042089
huntington-hill,2010,284,1051395.0563443755
hamilton,2010,285,1060980.7121625573
lowndes,2010,285,1096130.674970079
jefferson,2010,285,1134212.5993639426
adams,2010,285,989829.9936807571
webster,2010,285,1058604.8734958908
dean,2010,285,1037949.3658898298
huntington-hill,2010,285,1045026.5996777087
hamilton,2010,286,1060354.5952549942
lowndes,2010,286,1089346.7324490706
jefferson,2010,286,1131355.0907925142
adams,2010,286,983873.1653474239
webster,2010,286,1054612.2554958907
dean,2010,286,1036024.763011042
huntington-hill,2010,286,1036024.763011042
hamilton,2010,287,1053986.1385883277
lowndes,2010,287,1105260.0564530266
jefferson,2010,287,1127362.4727925144
adams,2010,287,982490.7160827179
webster,2010,287,1045610.418829224
dean,2010,287,1033927.2168292239
huntington-hill,2010,287,1033927.2168292239
hamilton,2010,288,1052757.294797478
lowndes,2010,288,1089584.2364530265
jefferson,2010,288,1126262.9809796487
adams,2010,288,980546.6809312027
webster,2010,288,1044984.3019216609
dean,2010,288,1029934.598829224
huntington-hill,2010,288,1029934.598829224
hamilton,2010,289,1051846.2237467535
lowndes,2010,289,1086906.3195317232
jefferson,2010,289,1116371.9909796487
adams,2010,289,979841.113582718
webster,2010,289,1043755.4581308113
dean,2010,289,1023682.3471625573
huntington-hill,2010,289,1023682.3471625573
hamilton,2010,290,1042844.3870800867
lowndes,2010,290,1101696.7722749538
jefferson,2010,290,1114175.6265352042
adams,2010,290,975215.7495827179
webster,2010,290,1037503.2064641446
dean,2010,290,1023056.2302549942
huntington-hill,2010,290,1023056.2302549942
hamilton,2010,291,1039986.8785086583
lowndes,2010,291,1101686.3427749535
jefferson,2010,291,1112530.6737146913
adams,2010,291,973291.1467039301
webster,2010,291,1036592.13541342
dean,2010,291,1018276.4942549942
huntington-hill,2010,291,1021827.3864641446
hamilton,2010,292,1033734.6268419916
lowndes,2010,292,1100904.4286885955
jefferson,2010,292,1112000.7454643357
adams,2010,292,969442.1120372635
webster,2010,292,1033734.6268419916
dean,2010,292,1017047.6504641445
huntington-hill,2010,292,1020916.3154134201
hamilton,2010,293,1028954.8908419914
lowndes,2010,293,1084275.7877579357
jefferson,2010,293,1110372.2353361305
adams,2010,293,967344.5658554452
webster,2010,293,1028954.8908419914
dean,2010,293,1014190.1418927159
huntington-hill,2010,293,1018058.8068419915
hamilton,2010,294,1028363.5582070708
lowndes,2010,294,1082300.9839960309
jefferson,2010,294,1107930.0425583527
adams,2010,294,964487.0572840167
webster,2010,294,1025105.8561753249
dean,2010,294,1013279.0708419915
